platform,query_name,tpch_ref,category,scale_factor,run_number,exec_time_s,mean_time_s,std_time_s,min_time_s,max_time_s,memory_before_mb,memory_after_mb,memory_delta_mb,network_rtt_ms,timestamp
duckdb_local,Q6_simple,Q6,simple_select,1,1,0.032136,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,2,0.042307,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,3,0.029544,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,4,0.038325,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,5,0.039409,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,6,0.039209,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,7,0.035224,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,8,0.03432,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,9,0.03047,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q6_simple,Q6,simple_select,1,10,0.036169,0.035711,0.003961,0.029544,0.042307,55.56,55.73,0.17,0.0,2026-04-24 06:35:00
duckdb_local,Q14_simple,Q14,simple_select,1,1,0.044667,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,2,0.045912,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,3,0.044328,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,4,0.044567,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,5,0.048126,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,6,0.047735,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,7,0.044509,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,8,0.044465,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,9,0.046028,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q14_simple,Q14,simple_select,1,10,0.047218,0.045755,0.001401,0.044328,0.048126,61.78,62.08,0.3,0.0,2026-04-24 06:39:31
duckdb_local,Q19_simple,Q19,simple_select,1,1,0.059997,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,2,0.073181,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,3,0.073574,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,4,0.061792,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,5,0.061147,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,6,0.061991,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,7,0.064443,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,8,0.071296,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,9,0.063883,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q19_simple,Q19,simple_select,1,10,0.06042,0.065172,0.005114,0.059997,0.073574,63.34,65.71,2.37,0.0,2026-04-24 06:44:02
duckdb_local,Q3_join,Q3,join,1,1,0.047419,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,2,0.058444,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,3,0.059204,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,4,0.055125,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,5,0.063527,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,6,0.054778,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,7,0.056246,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,8,0.052825,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,9,0.062233,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q3_join,Q3,join,1,10,0.056974,0.056677,0.004406,0.047419,0.063527,100.1,99.75,-0.35,0.0,2026-04-24 06:48:33
duckdb_local,Q5_join,Q5,join,1,1,0.048538,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,2,0.058204,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,3,0.057995,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,4,0.047746,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,5,0.049717,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,6,0.052348,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,7,0.05141,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,8,0.055748,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,9,0.058106,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q5_join,Q5,join,1,10,0.057856,0.053767,0.004057,0.047746,0.058204,133.97,130.11,-3.86,0.0,2026-04-24 06:53:03
duckdb_local,Q10_join,Q10,join,1,1,0.088694,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,2,0.093625,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,3,0.094432,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,4,0.090031,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,5,0.104581,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,6,0.090646,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,7,0.089585,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,8,0.094841,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,9,0.088473,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q10_join,Q10,join,1,10,0.095473,0.093038,0.004595,0.088473,0.104581,147.19,152.15,4.96,0.0,2026-04-24 06:57:35
duckdb_local,Q1_agg,Q1,aggregation,1,1,0.054549,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,2,0.067315,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,3,0.060024,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,4,0.062984,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,5,0.066849,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,6,0.063123,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,7,0.066291,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,8,0.068192,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,9,0.058487,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q1_agg,Q1,aggregation,1,10,0.065427,0.063324,0.004204,0.054549,0.068192,167.0,167.16,0.16,0.0,2026-04-24 07:02:05
duckdb_local,Q4_agg,Q4,aggregation,1,1,0.031501,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,2,0.040657,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,3,0.040266,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,4,0.038142,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,5,0.040792,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,6,0.042279,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,7,0.041999,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,8,0.04766,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,9,0.035664,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q4_agg,Q4,aggregation,1,10,0.045273,0.040423,0.004353,0.031501,0.04766,128.42,135.06,6.64,0.0,2026-04-24 07:06:36
duckdb_local,Q7_agg,Q7,aggregation,1,1,0.052564,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,2,0.058101,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,3,0.061182,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,4,0.058634,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,5,0.057704,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,6,0.061305,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,7,0.055353,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,8,0.059113,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,9,0.058458,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q7_agg,Q7,aggregation,1,10,0.065856,0.058827,0.003383,0.052564,0.065856,163.67,165.06,1.4,0.0,2026-04-24 07:11:07
duckdb_local,Q17_subquery,Q17,subquery,1,1,0.047461,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,2,0.053596,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,3,0.058066,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,4,0.054633,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,5,0.056498,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,6,0.051075,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,7,0.055213,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,8,0.04826,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,9,0.061125,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q17_subquery,Q17,subquery,1,10,0.056016,0.054194,0.004044,0.047461,0.061125,123.25,119.71,-3.54,0.0,2026-04-24 07:15:38
duckdb_local,Q20_subquery,Q20,subquery,1,1,0.04506,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,2,0.049571,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,3,0.052612,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,4,0.052109,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,5,0.053635,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,6,0.04795,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,7,0.052541,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,8,0.048966,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,9,0.053701,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q20_subquery,Q20,subquery,1,10,0.045396,0.050154,0.00309,0.04506,0.053701,158.27,161.75,3.48,0.0,2026-04-24 07:20:08
duckdb_local,Q22_subquery,Q22,subquery,1,1,0.033771,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,2,0.036915,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,3,0.03769,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,4,0.042772,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,5,0.03921,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,6,0.035153,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,7,0.037437,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,8,0.035319,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,9,0.039233,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q22_subquery,Q22,subquery,1,10,0.035523,0.037302,0.002486,0.033771,0.042772,131.44,125.07,-6.37,0.0,2026-04-24 07:24:39
duckdb_local,Q10_window,Q10-W,window_function,1,1,0.063229,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,2,0.06427,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,3,0.067605,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,4,0.069325,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,5,0.074972,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,6,0.067847,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,7,0.078412,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,8,0.067299,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,9,0.068156,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q10_window,Q10-W,window_function,1,10,0.074451,0.069556,0.004621,0.063229,0.078412,183.7,190.89,7.19,0.0,2026-04-24 07:29:10
duckdb_local,Q1_window,Q1-W,window_function,1,1,0.038215,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,2,0.041951,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,3,0.053195,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,4,0.042313,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,5,0.046494,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,6,0.051956,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,7,0.047065,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,8,0.042683,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,9,0.049576,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q1_window,Q1-W,window_function,1,10,0.054137,0.046758,0.005133,0.038215,0.054137,141.72,132.55,-9.18,0.0,2026-04-24 07:33:41
duckdb_local,Q18_window,Q18-W,window_function,1,1,0.190938,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,2,0.1874,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,3,0.190027,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,4,0.196284,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,5,0.19928,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,6,0.196056,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,7,0.197189,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,8,0.193449,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,9,0.200391,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q18_window,Q18-W,window_function,1,10,0.206579,0.195759,0.005335,0.1874,0.206579,334.92,349.55,14.64,0.0,2026-04-24 07:38:13
duckdb_local,Q6_simple,Q6,simple_select,5,1,0.111356,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,2,0.112114,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,3,0.109594,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,4,0.114426,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,5,0.11131,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,6,0.109496,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,7,0.108026,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,8,0.108999,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,9,0.113477,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q6_simple,Q6,simple_select,5,10,0.104796,0.110359,0.002661,0.104796,0.114426,93.79,93.98,0.19,0.0,2026-04-24 07:43:45
duckdb_local,Q14_simple,Q14,simple_select,5,1,0.167799,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,2,0.183946,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,3,0.17245,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,4,0.17163,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,5,0.174105,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,6,0.169065,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,7,0.163497,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,8,0.167658,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,9,0.166929,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q14_simple,Q14,simple_select,5,10,0.17141,0.170849,0.00527,0.163497,0.183946,197.16,201.5,4.34,0.0,2026-04-24 07:48:17
duckdb_local,Q19_simple,Q19,simple_select,5,1,0.2231,0.213188,0.004003,0.208347,0.2231,153.32,147.44,-5.88,0.0,2026-04-24 07:52:49
duckdb_local,Q19_simple,Q19,simple_select,5,2,0.213005,0.213188,0.004003,0.208347,0.2231,153.32,147.44,-5.88,0.0,2026-04-24 07:52:49
